D0,D1,D2,Power_W,Irms_A,Efficiency_%,Mode
0.01,0.09999999999999999,0.49,308.91168,4.770504556282432,98.54798158140073,2
0.01,0.09999999999999999,0.52,307.35936,4.774171354557823,98.53854383653903,2
0.01,0.09999999999999999,0.55,302.7024,4.785171749383992,98.50965070821954,2
0.01,0.09999999999999999,0.58,298.04544,4.796172144210162,98.47985666037418,2
0.01,0.09999999999999999,0.61,293.38848,4.8071725390363325,98.44911966311219,2
0.01,0.09999999999999999,0.64,288.73152,4.818172933862503,98.41739503087801,2
0.01,0.09999999999999999,0.6699999999999999,284.07456,4.829173328688673,98.38463520933679,2
0.01,0.09999999999999999,0.7,279.4176,4.840173723514843,98.35078954140229,2
0.01,0.09999999999999999,0.73,274.76064,4.851174118341013,98.31580400998634,2
0.01,0.09999999999999999,0.76,270.10368,4.862174513167183,98.27962095472216,2
0.01,0.09999999999999999,0.79,265.44672,4.873174907993353,98.24217875953714,2
0.01,0.09999999999999999,0.82,260.78976000000006,4.884175302819523,98.20341150751406,2
0.01,0.09999999999999999,0.85,256.1328,4.895175697645694,98.16324859897395,2
0.01,0.09999999999999999,0.88,251.47584000000003,4.906176092471863,98.12161432812638,2
0.01,0.09999999999999999,0.9099999999999999,246.81888000000004,4.9171764872980335,98.07842741294519,2
0.01,0.09999999999999999,0.94,242.16192000000004,4.928176882124204,98.0336004721288,2
0.01,0.09999999999999999,0.97,237.50496000000004,4.939177276950374,97.98703944206245,2
0.01,0.13,0.01,238.795326,4.936129250883956,98.00012009420904,1
0.01,0.13,0.04,243.53960399999997,4.924922598654795,98.04703802818493,1
0.01,0.13,0.06999999999999999,248.28388199999998,4.913715946425634,98.09218585294774,1
0.01,0.13,0.09999999999999999,253.02815999999999,4.902509294196473,98.13566080028231,1
0.01,0.13,0.13,257.77243799999997,4.891302641967313,98.17755310880746,2
0.01,0.13,0.16,262.516716,4.880095989738152,98.21794664157983,2
0.01,0.13,0.19,267.260994,4.868889337508992,98.25691943938082,2
0.01,0.13,0.22,272.005272,4.857682685279831,98.29454421736801,2
0.01,0.13,0.25,276.74955,4.84647603305067,98.33088881174093,2
0.01,0.13,0.28,281.49382799999995,4.835269380821509,98.36601658219357,2
0.01,0.13,0.31,286.23810599999996,4.824062728592348,98.3999867751768,2
0.01,0.13,0.33999999999999997,290.98238399999997,4.812856076363188,98.43285485235181,2
0.01,0.13,0.37,295.726662,4.801649424134027,98.46467278806485,2
0.01,0.13,0.4,300.4709399999999,4.790442771904866,98.49548933919921,2
0.01,0.13,0.43,305.21521799999994,4.779236119675705,98.5253502903515,2
0.01,0.13,0.45999999999999996,309.959496,4.768029467446544,98.55429867692493,2
0.01,0.13,0.49,314.70377399999995,4.756822815217383,98.58237498842601,2
0.01,0.13,0.52,313.122348,4.760558365960437,98.57311071486345,2
0.01,0.13,0.55,308.37807,4.771765018189598,98.54474806116869,2
0.01,0.13,0.58,303.6337919999999,4.782971670418759,98.51550010697976,2
0.01,0.13,0.61,298.889514,4.7941783226479195,98.48532553561019,2
0.01,0.13,0.64,294.14523599999995,4.8053849748770805,98.45418041878116,2
0.01,0.13,0.6699999999999999,289.400958,4.8165916271062414,98.42201800696267,2
0.01,0.13,0.7,284.65667999999994,4.827798279335402,98.38878849918764,2
0.01,0.13,0.73,279.912402,4.8390049315645625,98.35443878995481,2
0.01,0.13,0.76,275.168124,4.850211583793723,98.3189121905157,2
0.01,0.13,0.79,270.42384599999997,4.861418236022884,98.28214812146842,2
0.01,0.13,0.82,265.67956799999996,4.872624888252045,98.24408177315239,2
0.01,0.13,0.85,260.93528999999995,4.883831540481205,98.204643729839,2
0.01,0.13,0.88,256.191012,4.895038192710366,98.16375955313407,2
0.01,0.13,0.9099999999999999,251.446734,4.906244844939527,98.12134931933205,2
0.01,0.13,0.94,246.70245599999996,4.917451497168687,98.07732710467258,2
0.01,0.13,0.97,241.958178,4.928658149397848,98.03160041152368,2
0.01,0.16,0.01,243.190332,4.925747628266758,98.04364554107805,1
0.01,0.16,0.04,248.02192800000003,4.914334718634606,98.089737521631,1
0.01,0.16,0.06999999999999999,252.85352400000002,4.902921809002455,98.13408908456054,1
0.01,0.16,0.09999999999999999,257.68512000000004,4.8915088993703035,98.17679587128666,1
0.01,0.16,0.13,262.516716,4.880095989738152,98.21794664157983,1
0.01,0.16,0.16,267.348312,4.868683080106,98.25762388156491,2
0.01,0.16,0.19,272.179908,4.857270170473849,98.29590434838262,2
0.01,0.16,0.22,277.011504,4.845857260841697,98.33285955907634,2
0.01,0.16,0.25,281.8431,4.834444351209546,98.36855623025545,2
0.01,0.16,0.28,286.674696,4.8230314415773945,98.40305667422201,2
0.01,0.16,0.31,291.50629200000003,4.811618531945244,98.43641915650896,2
0.01,0.16,0.33999999999999997,296.337888,4.800205622313092,98.46869821914487,2
0.01,0.16,0.37,301.169484,4.78879271268094,98.49994497341852,2
0.01,0.16,0.4,306.00108,4.777379803048789,98.5302073654483,2
0.01,0.16,0.43,310.832676,4.765966893416636,98.55953041745884,2
0.01,0.16,0.45999999999999996,315.664272,4.7545539837844855,98.58795644731833,2
0.01,0.16,0.49,320.49586800000003,4.743141074152334,98.61552526858833,2
0.01,0.16,0.52,318.88533600000005,4.746945377363051,98.60642854670951,2
0.01,0.16,0.55,314.05374,4.758358286995202,98.57857826607737,2
0.01,0.16,0.58,309.222144,4.769771196627355,98.54985777231646,2
0.01,0.16,0.61,304.390548,4.781184106259506,98.52022643820561,2
0.01,0.16,0.64,299.558952,4.7925970158916575,98.48964106757128,2
0.01,0.16,0.6699999999999999,294.72735600000004,4.8040099255238085,98.45805568897516,2
0.01,0.16,0.7,289.89576000000005,4.81542283515596,98.42542132919455,2
0.01,0.16,0.73,285.064164,4.826835744788112,98.39168576414806,2
0.01,0.16,0.76,280.232568,4.838248654420263,98.35679324460234,2
0.01,0.16,0.79,275.40097199999997,4.849661564052415,98.32068419362982,2
0.01,0.16,0.82,270.56937600000003,4.861074473684566,98.28329487236353,2
0.01,0.16,0.85,265.73778,4.8724873833167175,98.24455701010508,2
0.01,0.16,0.88,260.90618400000005,4.883900292948868,98.20439739426955,2
0.01,0.16,0.9099999999999999,256.074588,4.895313202581021,98.16273741498601,2
0.01,0.16,0.94,251.24299200000002,4.906726112213172,98.11949255839397,2
0.01,0.16,0.97,246.411396,4.918139021845324,98.07457184176374,2
0.01,0.19,0.01,247.58533799999998,4.9153660056495605,98.08564559703701,1
0.01,0.19,0.04,252.50425199999998,4.903746838614418,98.13093920464891,1
0.01,0.19,0.06999999999999999,257.42316600000004,4.892127671579275,98.17452110848576,1
0.01,0.19,0.09999999999999999,262.34208,4.880508504544133,98.21648541058666,1
0.01,0.19,0.13,267.260994,4.868889337508992,98.25691943938082,1
0.01,0.19,0.16,272.179908,4.857270170473849,98.29590434838262,1
0.01,0.19,0.19,277.0988219999999,4.845651003438707,98.33351565248952,2
0.01,0.19,0.22,282.017736,4.834031836403565,98.36982370934082,2
0.01,0.19,0.25,286.93665,4.822412669368423,98.40489415219295,2
0.01,0.19,0.28,291.85556399999996,4.81079350233328,98.43878827991423,2
0.01,0.19,0.31,296.774478,4.799174335298138,98.4715634089748,2
0.01,0.19,0.33999999999999997,301.69339199999996,4.787555168262997,98.50327319168287,2
0.01,0.19,0.37,306.612306,4.775936001227854,98.53396790438484,2
0.01,0.19,0.4,311.53121999999996,4.764316834192711,98.56369470888457,2
0.01,0.19,0.43,316.450134,4.75269766715757,98.59249788994194,2
0.01,0.19,0.45999999999999996,321.36904799999996,4.741078500122428,98.62041907136484,2
0.01,0.19,0.49,326.28796199999994,4.729459333087286,98.64749741291328,2
0.01,0.19,0.52,324.648324,4.733332388765667,98.63856262654095,2
0.01,0.19,0.55,319.72941,4.744951555800808,98.61120754492141,2
0.01,0.19,0.58,314.81049599999994,4.75657072283595,98.58299683253155,2
0.01,0.19,0.61,309.891582,4.768189889871092,98.55389052903905,2
0.01,0.19,0.64,304.97266799999994,4.779809056906235,98.52384614643518,2
0.01,0.19,0.6699999999999999,300.053754,4.791428223941376,98.4928184659644,2
0.01,0.19,0.7,295.13484,4.803047390976519,98.46075931515719,2
0.01,0.19,0.73,290.21592599999997,4.814666558011661,98.42761732265322,2
0.01,0.19,0.76,285.297012,4.826285725046803,98.39333764819132,2
0.01,0.19,0.79,280.37809799999997,4.837904892081945,98.35786168478049,2
0.01,0.19,0.82,275.45918400000005,4.849524059117088,98.32112672965008,2
0.01,0.19,0.85,270.54026999999996,4.86114322615223,98.28306562009284,2
0.01,0.19,0.88,265.621356,4.872762393187372,98.24360632975203,2
0.01,0.19,0.9099999999999999,260.702442,4.884381560222514,98.2026715202468,2
0.01,0.19,0.94,255.783528,4.896000727257656,98.1601780422639,2
0.01,0.19,0.97,250.864614,4.907619894292798,98.11603637934347,2
0.01,0.22,0.01,251.98034399999997,4.904984383032362,98.12619819815389,1
0.01,0.22,0.04,256.986576,4.8931589585942294,98.17071963931609,1
0.01,0.22,0.06999999999999999,261.992808,4.881333534156096,98.21355716022747,1
0.01,0.22,0.09999999999999999,266.99904000000004,4.869508109717963,98.25480337212753,1
0.01,0.22,0.13,272.005272,4.857682685279831,98.29454421736801,1
0.01,0.22,0.16,277.011504,4.845857260841697,98.33285955907634,1
0.01,0.22,0.19,282.017736,4.834031836403565,98.36982370934082,1
0.01,0.22,0.22,287.02396799999997,4.822206411965432,98.40550590326754,2
0.01,0.22,0.25,292.0302,4.810380987527299,98.43997072527192,2
0.01,0.22,0.28,297.036432,4.798555563089167,98.47327849312713,2
0.01,0.22,0.31,302.042664,4.786730138651033,98.5054856045737,2
0.01,0.22,0.33999999999999997,307.04889599999996,4.774904714212901,98.53664485068035,2
0.01,0.22,0.37,312.055128,4.763079289774767,98.56680569961821,2
0.01,0.22,0.4,317.06136,4.7512538653366345,98.5960145540574,2
0.01,0.22,0.43,322.067592,4.739428440898502,98.62431498500257,2
0.01,0.22,0.45999999999999996,327.073824,4.727603016460368,98.65174794454558,2
0.01,0.22,0.49,332.080056,4.715777592022236,98.67835195972067,2
0.01,0.22,0.52,330.41131199999995,4.71971940016828,98.66957377573267,2
0.01,0.22,0.55,325.40508,4.731544824606413,98.64269758430851,2
0.01,0.22,0.58,320.398848,4.743370249044546,98.61497986437409,2
0.01,0.22,0.61,315.39261600000003,4.755195673482679,98.58638130099752,2
0.01,0.22,0.64,310.38638399999996,4.7670210979208125,98.55686009154664,2
0.01,0.22,0.6699999999999999,305.380152,4.778846522358944,98.52637174576108,2
0.01,0.22,0.7,300.37392,4.790671946797077,98.49486886622823,2
0.01,0.22,0.73,295.367688,4.80249737123521,98.46230090698513,2
0.01,0.22,0.76,290.361456,4.814322795673343,98.4286139076606,2
0.01,0.22,0.79,285.35522399999996,4.8261482201114765,98.3937502002163,2
0.01,0.22,0.82,280.348992,4.837973644549609,98.35764808493424,2
0.01,0.22,0.85,275.34275999999994,4.849799068987742,98.32024147182162,2
0.01,0.22,0.88,270.336528,4.861624493425875,98.28145948304832,2
0.01,0.22,0.9099999999999999,265.330296,4.873449917864008,98.24122601138596,2
0.01,0.22,0.94,260.324064,4.88527534230214,98.19945922886062,2
0.01,0.22,0.97,255.317832,4.897100766740273,98.15607103894514,2
0.01,0.25,0.01,256.37534999999997,4.894602760415164,98.16537606015312,1
0.01,0.25,0.04,261.4689,4.88257107857404,98.2091502570836,1
0.01,0.25,0.06999999999999999,266.56245,4.870539396732917,98.25126743136946,1
0.01,0.25,0.09999999999999999,271.656,4.858507714891793,98.29181874977772,1
0.01,0.25,0.13,276.74955,4.84647603305067,98.33088881174093,1
0.01,0.25,0.16,281.8431,4.834444351209546,98.36855623025545,1
0.01,0.25,0.19,286.93665,4.822412669368423,98.40489415219295,1
0.01,0.25,0.22,292.0302,4.810380987527299,98.43997072527192,1
0.01,0.25,0.25,297.12375,4.798349305686175,98.47384951796106,2
0.01,0.25,0.28,302.2173,4.7863176238450515,98.50658989775832,2
0.01,0.25,0.31,307.31084999999996,4.774285942003928,98.53824737258104,2
0.01,0.25,0.33999999999999997,312.40439999999995,4.762254260162805,98.5688738993972,2
0.01,0.25,0.37,317.49795,4.750222578321681,98.5985181637069,2
0.01,0.25,0.4,322.59149999999994,4.738190896480558,98.62722583303692,2
0.01,0.25,0.43,327.68505,4.726159214639434,98.65503978722397,2
0.01,0.25,0.45999999999999996,332.7786,4.714127532798311,98.68200032792913,2
0.01,0.25,0.49,337.87215,4.702095850957187,98.7081453695362,2
0.01,0.25,0.52,336.17429999999996,4.706106411570895,98.69951871916498,2
0.01,0.25,0.55,331.08075,4.718138093412018,98.6731059172115,2
0.01,0.25,0.58,325.9872,4.730169775253142,98.64586523220831,2
0.01,0.25,0.61,320.89365,4.742201457094265,98.61775797415515,2
0.01,0.25,0.64,315.8001,4.754233138935389,98.58874300408789,2
0.01,0.25,0.6699999999999999,310.70655,4.766264820776512,98.55877653719791,2
0.01,0.25,0.7,305.613,4.7782965026176365,98.52781192664733,2
0.01,0.25,0.73,300.51945,4.79032818445876,98.4957994258355,2
0.01,0.25,0.76,295.42589999999996,4.802359866299883,98.46268592656865,2
0.01,0.25,0.79,290.33234999999996,4.814391548141007,98.42841467023364,2
0.01,0.25,0.82,285.2388,4.82642322998213,98.39292492867247,2
0.01,0.25,0.85,280.14525,4.838454911823254,98.35615165098262,2
0.01,0.25,0.88,275.0517,4.850486593664377,98.3180250719221,2
0.01,0.25,0.9099999999999999,269.95815,4.862518275505501,98.2784702769597,2
0.01,0.25,0.94,264.8646,4.874549957346624,98.23740671826536,2
0.01,0.25,0.97,259.77105,4.886581639187748,98.194747675061,2
0.01,0.28,0.01,260.770356,4.884221137797965,98.20324710830592,1
0.01,0.28,0.04,265.951224,4.871983198553852,98.24629778146563,1
0.01,0.28,0.06999999999999999,271.132092,4.859745259309737,98.28771748529921,1
0.01,0.28,0.09999999999999999,276.31296000000003,4.847507320065622,98.32759598631029,1
0.01,0.28,0.13,281.49382799999995,4.835269380821509,98.36601658219357,1
0.01,0.28,0.16,286.674696,4.8230314415773945,98.40305667422201,1
0.01,0.28,0.19,291.85556399999996,4.81079350233328,98.43878827991423,1
0.01,0.28,0.22,297.036432,4.798555563089167,98.47327849312713,1
0.01,0.28,0.25,302.2173,4.7863176238450515,98.50658989775832,1
0.01,0.28,0.28,307.398168,4.774079684600937,98.53878094042517,2
0.01,0.28,0.31,312.579036,4.761841745356824,98.56990626678927,2
0.01,0.28,0.33999999999999997,317.75990399999995,4.7496038061127095,98.6000170255974,2
0.01,0.28,0.37,322.940772,4.737365866868595,98.62916114399759,2
0.01,0.28,0.4,328.12163999999996,4.72512792762448,98.65738357724723,2
0.01,0.28,0.43,333.302508,4.7128899883803665,98.68472653554979,2
0.01,0.28,0.45999999999999996,338.48337599999996,4.700652049136252,98.71122969042717,2
0.01,0.28,0.49,343.664244,4.688414109892138,98.73693036274996,2
0.01,0.28,0.52,341.93728799999997,4.692493422973509,98.72845042440093,2
0.01,0.28,0.55,336.75642,4.704731362217624,98.70248626678406,2
0.01,0.28,0.58,331.57555199999996,4.716969301461738,98.67570743659584,2
0.01,0.28,0.61,326.39468400000004,4.729207240705852,98.64807584925487,2
0.01,0.28,0.64,321.213816,4.741445179949966,98.61955100876929,2
0.01,0.28,0.6699999999999999,316.032948,4.75368311919408,98.59008981381227,2
0.01,0.28,0.7,310.85208,4.765921058438195,98.55964634477728,2
0.01,0.28,0.73,305.671212,4.778158997682309,98.52817162960021,2
0.01,0.28,0.76,300.490344,4.790396936926423,98.4956133858371,2
0.01,0.28,0.79,295.309476,4.802634876170537,98.46191573613991,2
0.01,0.28,0.82,290.128608,4.8148728154146525,98.4270188938734,2
0.01,0.28,0.85,284.94773999999995,4.827110754658766,98.3908588151525,2
0.01,0.28,0.88,279.76687200000003,4.83934869390288,98.35336681303978,2
0.01,0.28,0.9099999999999999,274.586004,4.851586633146995,98.31446912901379,2
0.01,0.28,0.94,269.405136,4.863824572391109,98.27408645608271,2
0.01,0.28,0.97,264.224268,4.876062511635223,98.23213340705644,2
0.01,0.31,0.01,265.165362,4.873839515180768,98.23987486552703,1
0.01,0.31,0.04,270.43354800000003,4.8613953185336625,98.28222460961827,1
0.01,0.31,0.06999999999999999,275.70173400000004,4.848951121886557,98.32296863248135,1
0.01,0.31,0.09999999999999999,280.96992,4.836506925239452,98.36219534257438,1
0.01,0.31,0.13,286.23810599999996,4.824062728592348,98.3999867751768,1
0.01,0.31,0.16,291.50629200000003,4.811618531945244,98.43641915650896,1
0.01,0.31,0.19,296.774478,4.799174335298138,98.4715634089748,1
0.01,0.31,0.22,302.042664,4.786730138651033,98.5054856045737,1
0.01,0.31,0.25,307.31084999999996,4.774285942003928,98.53824737258104,1
0.01,0.31,0.28,312.579036,4.761841745356824,98.56990626678927,1
0.01,0.31,0.31,317.847222,4.749397548709719,98.60051609691361,2
0.01,0.31,0.33999999999999997,323.115408,4.7369533520626135,98.6301272281766,2
0.01,0.31,0.37,328.383594,4.724509155415508,98.65878685258006,2
0.01,0.31,0.4,333.65178,4.712064958768403,98.68653923493744,2
0.01,0.31,0.43,338.919966,4.699620762121299,98.71342593636506,2
0.01,0.31,0.45999999999999996,344.188152,4.687176565474195,98.73948601760472,2
0.01,0.31,0.49,349.456338,4.674732368827089,98.76475622427004,2
0.01,0.31,0.52,347.700276,4.678880434376124,98.75641840771294,2
0.01,0.31,0.55,342.43209,4.691324631023229,98.7308888565818,2
0.01,0.31,0.58,337.163904,4.703768827670334,98.70455742882659,2
0.01,0.31,0.61,331.89571800000004,4.716213024317439,98.67738662666986,2
0.01,0.31,0.64,326.627532,4.728657220964544,98.64933657734706,2
0.01,0.31,0.6699999999999999,321.359346,4.741101417611648,98.62036484205127,2
0.01,0.31,0.7,316.09116,4.753545614258753,98.5904262061333,2
0.01,0.31,0.73,310.822974,4.765989810905858,98.55947244837559,2
0.01,0.31,0.76,305.554788,4.778434007552963,98.5274520868637,2
0.01,0.31,0.79,300.28660199999996,4.790878204200068,98.49431009863852,2
0.01,0.31,0.82,295.018416,4.803322400847173,98.4599876099179,2
0.01,0.31,0.85,289.75023,4.815766597494278,98.4244215532192,2
0.01,0.31,0.88,284.48204400000003,4.828210794141383,98.38754428718157,2
0.01,0.31,0.9099999999999999,279.213858,4.840654990788488,98.34928317426699,2
0.01,0.31,0.94,273.945672,4.853099187435593,98.30956011079272,2
0.01,0.31,0.97,268.67748600000004,4.865543384082697,98.2682910028973,2
0.01,0.33999999999999997,0.01,269.560368,4.86345789256357,98.27531880334391,1
0.01,0.33999999999999997,0.04,274.915872,4.850807438513474,98.31698915739797,1
